diamond_id,value_tier,tier_label
76340811,budget,0
75921825,mid_range,1
73562084,mid_range,1
75531473,budget,0
75696707,investment_grade,3
72001557,mid_range,1
75725985,premium,2
71755053,budget,0
75761516,investment_grade,3
75843381,budget,0
74691551,investment_grade,3
56931379,mid_range,1
76247728,mid_range,1
50983619,mid_range,1
69031381,mid_range,1
75824101,budget,0
76243909,investment_grade,3
76128887,budget,0
72538243,mid_range,1
75142839,mid_range,1
75491438,mid_range,1
56373804,budget,0
76112406,mid_range,1
56930984,budget,0
75829575,budget,0
75756515,mid_range,1
76340228,mid_range,1
74104453,mid_range,1
59362314,premium,2
75269316,mid_range,1
73512273,premium,2
75754129,mid_range,1
74876878,mid_range,1
75822917,mid_range,1
63349637,budget,0
73713584,mid_range,1
70256798,budget,0
76262070,budget,0
74103288,premium,2
75756571,premium,2
75871563,mid_range,1
76191297,premium,2
75297068,mid_range,1
50990530,budget,0
76340385,investment_grade,3
68080658,mid_range,1
75848418,budget,0
75527296,mid_range,1
75812096,premium,2
75601855,budget,0
58305563,budget,0
75749637,investment_grade,3
75488065,mid_range,1
53902500,mid_range,1
73503877,mid_range,1
53265975,budget,0
73224442,budget,0
73996147,budget,0
75756187,budget,0
75751816,mid_range,1
75521540,mid_range,1
72422152,premium,2
52213403,premium,2
75823150,mid_range,1
75533616,premium,2
76248375,budget,0
75713508,budget,0
73663075,investment_grade,3
75521374,mid_range,1
75755063,premium,2
75524302,budget,0
73509435,mid_range,1
74197373,mid_range,1
76340354,mid_range,1
74660452,investment_grade,3
75593482,budget,0
75524565,budget,0
75759356,premium,2
56931444,budget,0
75762886,premium,2
73514387,mid_range,1
68385507,investment_grade,3
75911707,budget,0
75841931,budget,0
75600386,budget,0
75721639,mid_range,1
76214970,budget,0
72699083,mid_range,1
73473585,investment_grade,3
76214779,budget,0
75826694,investment_grade,3
75244592,mid_range,1
56924509,mid_range,1
75750346,mid_range,1
76341198,budget,0
75593606,budget,0
75599220,budget,0
73701649,mid_range,1
75609617,budget,0
76340433,budget,0
76243572,mid_range,1
74101500,premium,2
56924110,budget,0
73514494,mid_range,1
60111984,mid_range,1
76210182,mid_range,1
76324469,budget,0
74876942,investment_grade,3
75531573,budget,0
76075683,investment_grade,3
71987856,premium,2
75305616,mid_range,1
74137087,budget,0
75830675,mid_range,1
74022617,mid_range,1
72699485,budget,0
76219980,investment_grade,3
75510718,mid_range,1
76128838,mid_range,1
76143278,budget,0
75720842,mid_range,1
75791821,mid_range,1
75719978,budget,0
75599538,budget,0
66580428,mid_range,1
75629717,mid_range,1
75985816,budget,0
74068247,mid_range,1
76210498,mid_range,1
75916285,mid_range,1
75593707,mid_range,1
75601328,budget,0
56931146,mid_range,1
75748079,premium,2
76190957,premium,2
69203474,mid_range,1
75791259,mid_range,1
76340240,mid_range,1
54919571,mid_range,1
75593142,budget,0
75515483,budget,0
75851625,budget,0
75594129,mid_range,1
75597483,mid_range,1
73932073,mid_range,1
74097868,mid_range,1
75823474,mid_range,1
73198385,premium,2
75753635,investment_grade,3
75791217,investment_grade,3
75196583,investment_grade,3
72658831,mid_range,1
53436136,mid_range,1
76191022,budget,0
75601757,investment_grade,3
75871488,mid_range,1
75801930,mid_range,1
73673951,budget,0
75858676,mid_range,1
74763902,investment_grade,3
76150055,budget,0
63940673,mid_range,1
75754290,premium,2
76042064,mid_range,1
76357054,budget,0
71841151,mid_range,1
75529395,mid_range,1
68382784,mid_range,1
76128916,mid_range,1
76356272,mid_range,1
75762624,premium,2
76115642,mid_range,1
75518512,budget,0
75920383,mid_range,1
75582235,mid_range,1
60658814,mid_range,1
75753818,mid_range,1
76199180,mid_range,1
75846429,mid_range,1
76360691,mid_range,1
76123655,budget,0
50986763,budget,0
75518748,mid_range,1
72680893,budget,0
75488214,mid_range,1
74062166,mid_range,1
75561148,mid_range,1
75849529,investment_grade,3
75293122,budget,0
75840050,premium,2
74010979,investment_grade,3
75826599,mid_range,1
75720483,mid_range,1
75687670,mid_range,1
58009821,premium,2
76015392,mid_range,1
75830627,mid_range,1
75764519,investment_grade,3
56931442,mid_range,1
76357028,investment_grade,3
73934617,investment_grade,3
75847618,investment_grade,3
76220055,mid_range,1
57730512,budget,0
63807549,mid_range,1
76273051,mid_range,1
56931380,mid_range,1
75791047,mid_range,1
75521589,mid_range,1
73508461,mid_range,1
73473518,premium,2
73504288,premium,2
73677345,premium,2
75829201,mid_range,1
76324672,budget,0
75598882,budget,0
75595587,mid_range,1
75525106,premium,2
75627540,mid_range,1
75370630,mid_range,1
53482242,budget,0
56924086,mid_range,1
57799301,mid_range,1
64164145,premium,2
75760535,budget,0
75574889,investment_grade,3
75492809,budget,0
76179045,investment_grade,3
74125900,mid_range,1
56931410,mid_range,1
71755046,mid_range,1
75787268,mid_range,1
75533260,budget,0
75597789,mid_range,1
75851437,mid_range,1
75612256,mid_range,1
76214961,mid_range,1
76263759,mid_range,1
73507308,premium,2
75823501,mid_range,1
75602056,budget,0
76217394,mid_range,1
53711320,budget,0
75593383,budget,0
75955591,investment_grade,3
75600061,mid_range,1
73934955,premium,2
75593675,budget,0
72129336,mid_range,1
75593465,mid_range,1
75490734,premium,2
74856435,mid_range,1
49250960,premium,2
76225089,mid_range,1
74197950,budget,0
69402045,premium,2
75525071,mid_range,1
76358661,mid_range,1
75531569,budget,0
75627703,mid_range,1
75751891,premium,2
75599463,mid_range,1
76274460,premium,2
75518375,budget,0
75535865,mid_range,1
75839433,mid_range,1
61564426,mid_range,1
75691239,mid_range,1
73934834,budget,0
68167948,mid_range,1
74315813,mid_range,1
75803333,mid_range,1
75612923,budget,0
75518348,budget,0
66470582,investment_grade,3
75568117,budget,0
75222151,mid_range,1
75527495,budget,0
74062196,premium,2
75533211,budget,0
75690964,premium,2
73995907,budget,0
75760236,premium,2
75753552,premium,2
75222063,mid_range,1
53789515,premium,2
75782379,premium,2
76150081,mid_range,1
75575632,budget,0
75701363,investment_grade,3
75597834,budget,0
75842119,mid_range,1
75568074,mid_range,1
75491688,mid_range,1
50985855,budget,0
75527730,budget,0
75684582,mid_range,1
75515676,mid_range,1
75871448,mid_range,1
73514635,mid_range,1
76217354,mid_range,1
76262315,mid_range,1
67427760,mid_range,1
75687655,budget,0
75762794,investment_grade,3
75716811,premium,2
53890582,mid_range,1
75755050,premium,2
71930202,mid_range,1
75763408,investment_grade,3
75524583,budget,0
75611412,budget,0
64004020,mid_range,1
75763566,mid_range,1
75755661,mid_range,1
75491409,investment_grade,3
75760512,investment_grade,3
73973671,premium,2
76341038,budget,0
75828803,mid_range,1
75522111,budget,0
75756346,premium,2
75850020,mid_range,1
76315611,investment_grade,3
73996224,budget,0
75533628,mid_range,1
76225392,investment_grade,3
74067657,premium,2
76210248,premium,2
56373955,budget,0
75694009,mid_range,1
50986165,budget,0
76196520,mid_range,1
76340714,mid_range,1
72231302,premium,2
76128237,budget,0
50983586,budget,0
76324772,budget,0
75605067,budget,0
74717547,mid_range,1
56557377,mid_range,1
73515863,premium,2
74139850,mid_range,1
75530016,budget,0
73510728,mid_range,1
75756198,mid_range,1
60395076,mid_range,1
75848844,mid_range,1
75761331,investment_grade,3
54016993,budget,0
73506815,premium,2
72004761,investment_grade,3
51415371,premium,2
76240854,investment_grade,3
75756092,premium,2
76262092,budget,0
76139565,mid_range,1
75828361,mid_range,1
74028170,mid_range,1
75850620,premium,2
49864887,mid_range,1
67230187,budget,0
75761952,mid_range,1
74490208,mid_range,1
75918219,budget,0
75849724,mid_range,1
74755241,budget,0
75843495,budget,0
54847153,premium,2
75527669,budget,0
75839631,mid_range,1
74102644,premium,2
76210398,mid_range,1
50990620,budget,0
75753007,mid_range,1
73782819,budget,0
75764273,mid_range,1
74522305,mid_range,1
75522000,budget,0
75829979,mid_range,1
75827687,investment_grade,3
75830359,investment_grade,3
75531822,budget,0
76010520,mid_range,1
75139558,investment_grade,3
75722487,investment_grade,3
71115332,mid_range,1
75748082,premium,2
64489365,investment_grade,3
75511634,budget,0
50991354,budget,0
76047650,budget,0
75527687,budget,0
75610818,investment_grade,3
75535804,mid_range,1
72698727,mid_range,1
76225083,mid_range,1
75627372,budget,0
73561647,investment_grade,3
75828302,investment_grade,3
75722388,premium,2
71972350,mid_range,1
75531713,mid_range,1
76214669,budget,0
66452770,mid_range,1
60840666,mid_range,1
72699719,mid_range,1
75755120,mid_range,1
56377417,budget,0
73503932,mid_range,1
73508641,mid_range,1
76274127,mid_range,1
50986651,budget,0
56549566,budget,0
73512815,budget,0
73918377,mid_range,1
73847397,budget,0
75791007,mid_range,1
75600669,mid_range,1
76218627,premium,2
75758861,premium,2
75524919,mid_range,1
54905055,mid_range,1
75568237,budget,0
73505724,mid_range,1
75916616,premium,2
75720882,budget,0
75676175,budget,0
76075817,premium,2
56923877,mid_range,1
75141902,mid_range,1
74177794,premium,2
75761154,investment_grade,3
74137174,budget,0
72699914,mid_range,1
75763730,mid_range,1
75801574,mid_range,1
72697594,budget,0
74154962,premium,2
47095094,premium,2
60840546,budget,0
75222344,mid_range,1
57730272,mid_range,1
75600502,budget,0
74101517,mid_range,1
76341188,budget,0
70928031,mid_range,1
75594814,budget,0
73934755,investment_grade,3
76139807,investment_grade,3
75817363,budget,0
75720592,budget,0
76348443,mid_range,1
50983303,budget,0
76243670,budget,0
76010325,mid_range,1
75816987,mid_range,1
76356706,budget,0
75598429,budget,0
75753214,mid_range,1
56374171,budget,0
72952687,investment_grade,3
54904846,mid_range,1
62194976,mid_range,1
53775794,mid_range,1
68032909,premium,2
76356266,budget,0
74490173,premium,2
75817012,mid_range,1
74126334,investment_grade,3
70368378,mid_range,1
75533925,mid_range,1
74071126,mid_range,1
75539362,mid_range,1
53488725,mid_range,1
75535662,mid_range,1
76214478,mid_range,1
71968682,budget,0
75828084,mid_range,1
58899462,budget,0
63349579,budget,0
73709084,mid_range,1
74522441,budget,0
76358594,budget,0
75822680,investment_grade,3
73839254,budget,0
76220186,budget,0
62792670,mid_range,1
75858647,budget,0
76048040,budget,0
75763469,mid_range,1
75833319,premium,2
64399860,mid_range,1
74522543,mid_range,1
72698622,mid_range,1
75823230,mid_range,1
73663136,mid_range,1
75761892,mid_range,1
75597658,budget,0
75598591,mid_range,1
76240791,mid_range,1
75713416,investment_grade,3
74155060,premium,2
75527453,budget,0
75488458,mid_range,1
75539354,mid_range,1
76249700,budget,0
75916360,premium,2
75752952,mid_range,1
75589186,mid_range,1
75574703,mid_range,1
76209657,mid_range,1
76047538,budget,0
75598550,budget,0
75629792,premium,2
72952947,mid_range,1
76260113,premium,2
76248074,mid_range,1
69882118,premium,2
73737770,mid_range,1
75758066,mid_range,1
75574503,premium,2
59209863,mid_range,1
76219661,budget,0
56924153,budget,0
56924544,mid_range,1
58718844,mid_range,1
72697161,budget,0
75791333,budget,0
76240876,budget,0
74276481,premium,2
76143353,mid_range,1
76191042,mid_range,1
75819172,mid_range,1
73477912,premium,2
75829229,investment_grade,3
75058504,premium,2
75600661,budget,0
72699244,investment_grade,3
76340280,mid_range,1
60840505,mid_range,1
76011110,mid_range,1
73511975,mid_range,1
76047920,premium,2
75597504,budget,0
76248428,premium,2
75222912,premium,2
50983433,budget,0
35296293,mid_range,1
75293021,budget,0
44921968,investment_grade,3
75762042,mid_range,1
75531649,mid_range,1
75758931,premium,2
70512129,premium,2
76150003,budget,0
75524448,premium,2
75627608,mid_range,1
75533347,budget,0
74139123,premium,2
49682834,investment_grade,3
75627677,mid_range,1
75760501,premium,2
75850155,premium,2
74096489,premium,2
74764006,investment_grade,3
75522140,investment_grade,3
75598351,budget,0
76128816,budget,0
75544082,mid_range,1
74472062,mid_range,1
75141969,mid_range,1
26280129,mid_range,1
75597942,budget,0
75759297,investment_grade,3
73583932,premium,2
50990132,mid_range,1
75600520,budget,0
75850303,mid_range,1
75762363,premium,2
60395128,budget,0
75826756,mid_range,1
76225411,investment_grade,3
75754121,mid_range,1
76199360,mid_range,1
75305618,mid_range,1
75920368,mid_range,1
76247609,budget,0
75829800,mid_range,1
75783624,mid_range,1
75849881,mid_range,1
56379976,budget,0
74068126,mid_range,1
73514240,mid_range,1
75490740,mid_range,1
57730260,budget,0
75568144,budget,0
75597282,budget,0
75713986,premium,2
74056133,mid_range,1
75708159,investment_grade,3
75817245,budget,0
75522047,mid_range,1
50985684,budget,0
75599030,mid_range,1
76356445,budget,0
75826674,mid_range,1
75543693,mid_range,1
74096013,premium,2
72663958,mid_range,1
74660337,mid_range,1
74276494,mid_range,1
75490807,premium,2
75511278,mid_range,1
76047467,budget,0
75918226,budget,0
73512664,premium,2
75488094,mid_range,1
75627558,budget,0
75574642,mid_range,1
74833001,mid_range,1
54017031,budget,0
75827711,mid_range,1
50989020,budget,0
75599312,budget,0
76115663,premium,2
73782836,mid_range,1
72328324,investment_grade,3
75717302,investment_grade,3
50987285,mid_range,1
76217987,mid_range,1
75527356,mid_range,1
75521922,mid_range,1
56924479,mid_range,1
75597224,mid_range,1
74096075,mid_range,1
75521658,budget,0
76014847,mid_range,1
49683071,mid_range,1
49261766,mid_range,1
75335768,investment_grade,3
75751733,mid_range,1
75593264,mid_range,1
75531214,budget,0
50984472,mid_range,1
75567781,mid_range,1
75490722,mid_range,1
75762088,premium,2
72686491,premium,2
75916982,mid_range,1
75749970,mid_range,1
42417719,mid_range,1
76217941,mid_range,1
75757288,mid_range,1
72686672,mid_range,1
75858493,budget,0
75842083,budget,0
75593879,budget,0
